n,trial,seed,epsilon,exact_sum,approx_sum,ratio,bound_lower,bound_satisfied,feasible
30,11,1300011,0.001,8024,8024,1.0,0.9990009990009991,1,1
30,15,1300015,0.5,6651,6615,0.9945872801082544,0.6666666666666666,1,1
30,15,1300015,0.1,6651,6644,0.9989475266877161,0.9090909090909091,1,1
30,15,1300015,0.01,6651,6650,0.9998496466696737,0.9900990099009901,1,1
30,15,1300015,0.001,6651,6651,1.0,0.9990009990009991,1,1
30,14,1300014,0.5,8146,8103,0.9947213356248465,0.6666666666666666,1,1
30,14,1300014,0.1,8146,8131,0.9981586054505278,0.9090909090909091,1,1
30,14,1300014,0.01,8146,8146,1.0,0.9900990099009901,1,1
30,14,1300014,0.001,8146,8146,1.0,0.9990009990009991,1,1
30,16,1300016,0.5,7635,7579,0.9926653569089718,0.6666666666666666,1,1
30,16,1300016,0.1,7635,7625,0.9986902423051736,0.9090909090909091,1,1
30,16,1300016,0.01,7635,7634,0.9998690242305174,0.9900990099009901,1,1
30,16,1300016,0.001,7635,7635,1.0,0.9990009990009991,1,1
30,18,1300018,0.5,7446,7441,0.9993284985226968,0.6666666666666666,1,1
30,18,1300018,0.1,7446,7444,0.9997313994090787,0.9090909090909091,1,1
30,18,1300018,0.01,7446,7446,1.0,0.9900990099009901,1,1
30,18,1300018,0.001,7446,7446,1.0,0.9990009990009991,1,1
30,17,1300017,0.5,5550,5541,0.9983783783783784,0.6666666666666666,1,1
30,17,1300017,0.1,5550,5549,0.9998198198198198,0.9090909090909091,1,1
30,17,1300017,0.01,5550,5550,1.0,0.9900990099009901,1,1
30,17,1300017,0.001,5550,5550,1.0,0.9990009990009991,1,1
30,20,1300020,0.5,7683,7624,0.9923207080567487,0.6666666666666666,1,1
30,20,1300020,0.1,7683,7675,0.9989587400754913,0.9090909090909091,1,1
30,20,1300020,0.01,7683,7682,0.9998698425094364,0.9900990099009901,1,1
30,20,1300020,0.001,7683,7683,1.0,0.9990009990009991,1,1
30,19,1300019,0.5,6912,6884,0.9959490740740741,0.6666666666666666,1,1
30,19,1300019,0.1,6912,6912,1.0,0.9090909090909091,1,1
30,19,1300019,0.01,6912,6912,1.0,0.9900990099009901,1,1
30,19,1300019,0.001,6912,6912,1.0,0.9990009990009991,1,1
30,21,1300021,0.5,8942,8865,0.9913889510176694,0.6666666666666666,1,1
30,21,1300021,0.1,8942,8934,0.9991053455602773,0.9090909090909091,1,1
30,21,1300021,0.01,8942,8942,1.0,0.9900990099009901,1,1
30,21,1300021,0.001,8942,8942,1.0,0.9990009990009991,1,1
30,22,1300022,0.5,8036,8024,0.9985067197610752,0.6666666666666666,1,1
30,22,1300022,0.1,8036,8032,0.9995022399203584,0.9090909090909091,1,1
30,22,1300022,0.01,8036,8036,1.0,0.9900990099009901,1,1
30,22,1300022,0.001,8036,8036,1.0,0.9990009990009991,1,1
30,23,1300023,0.5,7713,7619,0.9878127836120835,0.6666666666666666,1,1
30,23,1300023,0.1,7713,7701,0.9984441851419681,0.9090909090909091,1,1
30,23,1300023,0.01,7713,7712,0.9998703487618307,0.9900990099009901,1,1
30,23,1300023,0.001,7713,7713,1.0,0.9990009990009991,1,1
